VRF name,Prefix,RT values
maxis_MC_ACP,10.152.6.28/30,"65104:63722, 65535:11250, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.6.36/30,"65104:63722, 65535:11250, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.6.129/32,"65104:63722, 65535:60900, 65535:60902, 65535:60904, 65535:66361"
maxis_MC_ACP,10.152.6.130/32,"65104:63722, 65535:60900, 65535:60902, 65535:60904, 65535:66361"
maxis_MC_ACP,10.152.6.153/32,"65104:63722, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.6.154/32,"65104:63722, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.6.156/30,"65104:63722, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.6.164/30,"65104:63722, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.7.25/32,"65535:11250, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.7.26/32,"65535:11250, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.7.28/30,"65535:11250, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.7.36/30,"65535:11250, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.7.129/32,"65123:63722, 65123:65882, 65133:63722, 65133:65882, 65535:60900, 65535:60902, 65535:60904, 65535:66361"
maxis_MC_ACP,10.152.7.130/32,"65123:63722, 65123:65882, 65133:63722, 65133:65882, 65535:60900, 65535:60902, 65535:60904, 65535:66361"
maxis_MC_ACP,10.152.7.153/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.7.154/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.7.156/30,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.7.164/30,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.1/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.2/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.25/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.26/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.28/30,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.36/30,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.129/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.130/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.153/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.154/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.156/30,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.8.164/30,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.68.40/30,"65535:11250, 65535:60061, 65535:60901, 65535:60943, 65535:60945"
maxis_MC_ACP,10.152.68.136/30,"65535:11250, 65535:60061, 65535:60901, 65535:60943, 65535:60945"
maxis_MC_ACP,10.152.131.152/29,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.131.161/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.131.162/32,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.132.152/29,"65104:63722, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.132.161/32,"65104:63722, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.132.162/32,"65104:63722, 65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.133.152/29,"65535:60900, 65535:60902, 65535:60904"
maxis_MC_ACP,10.152.133.161/32,"65103:63722, 65103:65882, 65104:63722, 65104:65882, 65535:60900, 65535:60902, 65535:60904, 65535:65982, 65535:66361"
